CELL_LINE,COMPOUND_A,COMPOUND_B,MAX_CONC_A,MAX_CONC_B,IC50_A,H_A,Einf_A,IC50_B,H_B,Einf_B,SUM_SYN_ANT_SAN,SYNERGY_SCORE,SUM_SYN_ANT_BLISS,SUM_SYN_ANT_HSA,QA,BatchID,COMBINATION_ID
HT29,MRK-003,DINACICLIB,10.0,0.04,5.610753619,1.514980531,0.0,0.009961309,2.436965921,21.4452575,0,0.0,2.834390479,14.99639416,1,1,DINACICLIB.MRK-003
ES2,PACLITAXEL,MK-5108,0.04,2.0,0.014261278,1.457315168,24.57451934,0.763541313,10.0,84.60220918,0,1.0,32.62720057,37.62294314,1,1,MK-5108.PACLITAXEL
A2780,ZOLINZA,LAPATINIB,4.0,5.0,2.348833052,2.075953047,0.0,5.0,1.955160849,39.00360994,0,1.0,12.95969249,17.88046876,1,1,LAPATINIB.ZOLINZA
UWB1289,L778123,BEZ-235,5.0,0.4,0.479317267,1.056099977,45.51825985,0.023756839,2.546209253,21.22492555,0,1.0,7.855571677,31.847612,1,1,BEZ-235.L778123
LOVO,PD325901,SN-38,0.1,0.005,0.004360259,1.414952003,34.69189319,0.005,1.443450566,34.44719259,0,0.0,-30.17806461,-16.09669887,1,1,PD325901.SN-38
T47D,5-FU,MK-4827,10.0,10.0,4.156175921,0.551910802,31.16831131,1.810159404,2.582588515,52.97398657,0,0.0,-24.85877075,-2.643065164,1,1,5-FU.MK-4827
NCIH520,MK-4827,MK-8776,10.0,4.0,6.784014897,1.012005022,40.49579584,0.571408754,2.352498891,79.72356524,0,1.0,7.993394455,22.5188681,1,1,MK-4827.MK-8776
SKMEL30,TEMOZOLOMIDE,MK-2206,250.0,4.0,12.83428646,10.0,88.83237976,0.210249838,10.0,92.96282491,0,1.0,10.68840714,21.86014053,1,1,MK-2206.TEMOZOLOMIDE
DLD1,AZD1775,TOPOTECAN,0.5,1.0,0.389534988,1.72748814,67.18005503,0.098491347,1.374415069,37.62795605,0,0.0,-8.387738374,-0.830704904,1,1,AZD1775.TOPOTECAN
NCIH1650,MK-4541,DOXORUBICIN,4.0,0.3,4.0,1.070229977,83.24588154,0.09044891,1.730722603,0.0,0,1.0,23.8557732,27.82504297,1,1,DOXORUBICIN.MK-4541
OCUBM,MK-5108,ABT-888,2.0,10.0,0.312043078,3.41530036,14.49593662,0.0035,0.1,94.17387604,0,1.0,19.21305356,22.23333105,1,1,ABT-888.MK-5108
SKOV3,MRK-003,METFORMIN,10.0,250.0,10.0,3.720052352,78.41020012,250.0,10.0,84.40216341,0,1.0,18.9596206,19.40398214,1,1,METFORMIN.MRK-003
A427,DEXAMETHASONE,L778123,10.0,5.0,1.0,0.0,100.0,5.0,0.514033396,66.29549832,0,1.0,8.946180166,8.946180166,1,1,DEXAMETHASONE.L778123
NCIH23,CARBOPLATIN,AZD1775,50.0,0.5,32.54979866,1.621362551,7.238853537,0.101098868,7.075202536,15.2517268,0,0.0,-1.488848601,5.033234072,1,1,AZD1775.CARBOPLATIN
SKOV3,ZOLINZA,SUNITINIB,4.0,5.0,2.507144504,2.03038798,0.0,4.475165036,1.711497455,0.0,0,0.0,4.403404031,10.81145257,1,1,SUNITINIB.ZOLINZA
LOVO,METFORMIN,DASATINIB,250.0,3.0,250.0,0.304367446,89.52457631,0.076190596,1.048750617,29.70273068,0,0.0,-11.09123838,-5.071934875,1,1,DASATINIB.METFORMIN
OVCAR3,VINBLASTINE,MK-4827,0.04,10.0,0.011309424,2.129466229,0.0,0.774199042,9.947031275,90.06415512,0,1.0,7.44328012,14.27721179,1,1,MK-4827.VINBLASTINE
NCIH2122,ERLOTINIB,DINACICLIB,5.0,0.04,1.832641816,1.295925477,17.31900126,0.011865655,2.56205144,0.0,0,1.0,29.99962853,42.37128012,1,1,DINACICLIB.ERLOTINIB
HCT116,MK-5108,ERLOTINIB,2.0,5.0,0.263075401,10.0,69.06103494,5.0,2.459945092,53.59757068,0,1.0,14.84526421,19.92432648,1,2,ERLOTINIB.MK-5108
NCIH23,VINBLASTINE,BORTEZOMIB,0.04,0.04,0.016271618,1.813586927,0.0,0.005754276,1.597965364,2.429241857,0,0.0,-3.119893546,11.14296649,1,1,BORTEZOMIB.VINBLASTINE
HT144,VINBLASTINE,BEZ-235,0.04,0.4,0.00770572,1.05766465,29.0710604,0.036413782,1.493740457,29.49027709,0,1.0,6.032433077,40.10498176,1,1,BEZ-235.VINBLASTINE
HCT116,PACLITAXEL,MK-4827,0.04,10.0,0.003150464,1.647702263,16.63151466,2.954277834,10.0,56.19533216,0,0.0,-21.59251633,-8.791265957,1,1,MK-4827.PACLITAXEL
VCAP,DOXORUBICIN,MK-4827,0.3,10.0,0.052226598,1.338403238,0.0,3.676775124,10.0,56.90375956,0,1.0,8.999691143,14.91985356,1,1,DOXORUBICIN.MK-4827
NCIH520,CARBOPLATIN,MK-5108,50.0,2.0,15.35698564,10.0,76.49668232,0.467125114,2.144212024,52.47306326,0,0.0,-17.1014658,-11.45383169,1,1,CARBOPLATIN.MK-5108
VCAP,ZOLINZA,BEZ-235,4.0,0.4,1.425944926,1.798695042,1.414952493,0.053485481,1.492343338,30.20838227,0,1.0,20.40463882,39.68868184,1,1,BEZ-235.ZOLINZA
NCIH2122,GEMCITABINE,MK-5108,0.01,2.0,0.001264082,1.729457988,29.62494162,0.636662796,2.475294136,13.60254026,0,0.0,-9.120654325,2.070455556,1,1,GEMCITABINE.MK-5108
RPMI7951,MK-5108,MK-4827,2.0,10.0,0.545988759,2.435457865,31.33134397,3.668645913,10.0,58.39980573,0,1.0,21.35299602,27.06385121,1,1,MK-4827.MK-5108
NCIH23,MK-5108,MK-2206,2.0,4.0,0.394652741,1.966983939,42.47432515,1.180915583,0.880796493,65.89561379,0,1.0,-0.445797038,16.10361026,1,1,MK-2206.MK-5108
SW620,CYCLOPHOSPHAMIDE,GELDANAMYCIN,10.0,2.0,1.0,0.0,100.0,0.11519395,3.646598064,17.12113845,0,0.0,-8.099142256,-8.099142256,1,1,CYCLOPHOSPHAMIDE.GELDANAMYCIN
VCAP,DOXORUBICIN,SORAFENIB,0.3,20.0,0.052226598,1.338403238,0.0,12.05227784,10.0,4.600210868,0,0.0,-2.021080178,1.092935254,1,1,DOXORUBICIN.SORAFENIB
HT29,CARBOPLATIN,AZD1775,50.0,0.5,13.79069445,10.0,84.10093453,0.342982665,3.163591651,0.0,0,1.0,15.3049978,18.38937262,1,1,AZD1775.CARBOPLATIN
UACC62,DEXAMETHASONE,MK-5108,10.0,2.0,1.0,0.0,100.0,0.712143442,10.0,69.90185754,0,1.0,12.96740537,12.96740537,1,1,DEXAMETHASONE.MK-5108
UWB1289,PD325901,TOPOTECAN,0.1,1.0,0.004981645,1.017262818,76.94011288,0.031631928,1.623216997,0.0,0,1.0,-5.880826449,2.436700779,1,1,PD325901.TOPOTECAN
UACC62,CARBOPLATIN,MK-8669,50.0,0.01,14.59934084,10.0,58.10461721,0.000693121,3.155845824,76.11335754,0,1.0,23.54621426,33.79707721,1,1,CARBOPLATIN.MK-8669
VCAP,MITOMYCINE,DINACICLIB,1.0,0.04,0.29195066,1.587331741,46.81023359,0.011954639,10.0,1.493141261,0,1.0,21.42977256,30.53002769,1,1,DINACICLIB.MITOMYCINE
NCIH520,MRK-003,DINACICLIB,10.0,0.04,10.0,0.917741925,15.06249287,0.011449519,2.421230545,4.499595082,0,1.0,1.684865812,12.72553862,1,1,DINACICLIB.MRK-003
SW837,METFORMIN,ABT-888,250.0,10.0,16.87816934,10.0,94.98403521,10.0,0.767504208,66.64740749,0,0.0,-31.5587378,-24.33529088,1,1,ABT-888.METFORMIN
HCT116,TEMOZOLOMIDE,DASATINIB,250.0,3.0,1.0,0.0,100.0,1.0,0.0,100.0,0,0.0,-38.05401325,-38.05401325,1,1,DASATINIB.TEMOZOLOMIDE
T47D,SN-38,DINACICLIB,0.005,0.04,0.001539237,10.0,32.40505507,0.011498625,4.163927748,24.45879019,0,0.0,-20.83252282,-12.79043811,1,2,DINACICLIB.SN-38
HT144,DOXORUBICIN,BORTEZOMIB,0.3,0.04,0.094969455,1.101610439,0.0,0.006916912,1.856032255,0.0,0,1.0,3.172121618,20.64814862,1,1,BORTEZOMIB.DOXORUBICIN
RPMI7951,MRK-003,BEZ-235,10.0,0.4,3.7493829,10.0,85.397126,0.022137885,3.500881704,8.391710357,0,1.0,25.05939992,27.55505281,1,1,BEZ-235.MRK-003
VCAP,PD325901,BEZ-235,0.1,0.4,1.0,0.0,100.0,0.053485481,1.492343338,30.20838227,0,1.0,21.82921504,21.82921504,1,1,BEZ-235.PD325901
UWB1289,CYCLOPHOSPHAMIDE,PD325901,10.0,0.1,1.0,0.0,100.0,0.004981645,1.017262818,76.94011288,0,1.0,12.6312836,12.6312836,1,1,CYCLOPHOSPHAMIDE.PD325901
A375,MRK-003,SORAFENIB,10.0,20.0,10.0,4.212439198,51.19632045,13.16779074,3.187850242,0.0,0,1.0,27.35689821,29.20788679,1,1,MRK-003.SORAFENIB
SW620,ABT-888,MK-8669,10.0,0.01,1.0,0.0,100.0,0.000977881,1.841104706,86.41377261,0,1.0,0.665417178,0.665417178,1,1,ABT-888.MK-8669
VCAP,METHOTREXATE,TEMOZOLOMIDE,0.2,250.0,0.034058093,10.0,9.29554269,1.0,0.0,100.0,0,0.0,-38.4166986,-38.4166986,1,1,METHOTREXATE.TEMOZOLOMIDE
A427,GELDANAMYCIN,OXALIPLATIN,2.0,20.0,0.267763617,1.599646228,22.2154231,8.714899246,10.0,54.29823948,0,1.0,6.751170325,13.70997678,1,1,GELDANAMYCIN.OXALIPLATIN
HCT116,ZOLINZA,MK-8669,4.0,0.01,1.456962526,2.661192051,8.683921983,1.0,0.0,100.0,0,1.0,13.14855845,13.14855845,1,1,MK-8669.ZOLINZA
A427,CARBOPLATIN,BEZ-235,50.0,0.4,50.0,1.360039982,53.66287159,0.053226321,1.053642175,41.16940505,0,1.0,6.537136013,18.83639238,1,1,BEZ-235.CARBOPLATIN
RKO,MK-2206,TOPOTECAN,4.0,1.0,0.579714195,1.153233538,80.29226557,0.205303325,1.141167007,14.45952496,0,1.0,20.57203908,36.11406244,1,1,MK-2206.TOPOTECAN
SKOV3,ETOPOSIDE,AZD1775,4.0,0.5,1.170041436,10.0,50.69824685,0.215432379,10.0,51.98626632,0,0.0,20.01255641,23.54666216,1,1,AZD1775.ETOPOSIDE
OCUBM,PD325901,SN-38,0.1,0.005,1.1e-05,0.1,90.1671045,0.001197585,1.52934387,0.0,0,1.0,-2.449187861,8.176745713,1,1,PD325901.SN-38
HT144,TEMOZOLOMIDE,DINACICLIB,250.0,0.04,250.0,10.0,83.38071628,0.012660859,2.487512726,0.0,0,0.0,-108.8192457,-107.3918941,1,1,DINACICLIB.TEMOZOLOMIDE
SKOV3,MK-4541,TEMOZOLOMIDE,4.0,250.0,1.0,0.0,100.0,1.0,0.0,100.0,0,0.0,-18.19863738,-18.19863738,1,1,MK-4541.TEMOZOLOMIDE
A427,CYCLOPHOSPHAMIDE,LAPATINIB,10.0,5.0,8.037478738,0.995508946,86.35114601,5.0,1.067967442,6.832620307,0,0.0,-32.12127195,-26.19028636,1,1,CYCLOPHOSPHAMIDE.LAPATINIB
OV90,LAPATINIB,OXALIPLATIN,5.0,20.0,5.0,0.731262182,58.84233405,5.908511307,1.773113235,43.4171078,0,0.0,-32.32394543,-19.53392848,1,1,LAPATINIB.OXALIPLATIN
A2058,ZOLINZA,MK-8669,4.0,0.01,1.33697119,10.0,28.70069909,0.00102899,2.008823373,78.66141835,0,1.0,30.64915729,39.17273006,1,1,MK-8669.ZOLINZA
A375,LAPATINIB,ABT-888,5.0,10.0,1.0,0.0,100.0,1.0,0.0,100.0,0,0.0,-6.043450001,-6.043450001,1,1,ABT-888.LAPATINIB
OV90,ERLOTINIB,PD325901,5.0,0.1,5.0,1.343518652,54.46596093,0.00918619,1.290288845,15.34247821,0,0.0,-18.32627877,-7.785452759,1,1,ERLOTINIB.PD325901
SW620,BORTEZOMIB,ABT-888,0.04,10.0,0.008343679,1.96227928,0.0,1.0,0.0,100.0,0,1.0,27.69466906,27.69466906,1,1,ABT-888.BORTEZOMIB
LOVO,MITOMYCINE,TEMOZOLOMIDE,1.0,250.0,0.597884092,1.077961393,0.0,250.0,10.0,88.59101696,0,1.0,14.67377807,16.7490748,1,1,MITOMYCINE.TEMOZOLOMIDE
HT29,AZD1775,GELDANAMYCIN,0.5,2.0,0.342982665,3.163591651,0.0,0.081895764,1.955921794,7.257684599,0,0.0,-2.905675096,3.636939495,1,1,AZD1775.GELDANAMYCIN
HCT116,MK-4541,MK-5108,4.0,2.0,4.0,0.303340226,93.45313162,0.310822863,10.0,67.02236824,0,1.0,2.99322866,6.214177302,1,1,MK-4541.MK-5108
RPMI7951,5-FU,SUNITINIB,10.0,5.0,1.786006016,1.469175186,48.33984502,2.846947494,10.0,67.08508869,0,1.0,2.511993803,7.65486629,1,1,5-FU.SUNITINIB
A427,MK-4541,MK-4827,4.0,10.0,1.0,0.0,100.0,10.0,0.489240741,66.4329422,0,0.0,-13.46432848,-13.46432848,1,1,MK-4541.MK-4827
UWB1289,DEXAMETHASONE,L778123,10.0,5.0,1.0,0.0,100.0,0.479317267,1.056099977,45.51825985,0,1.0,10.26828848,10.26828848,1,1,DEXAMETHASONE.L778123
VCAP,5-FU,LAPATINIB,10.0,5.0,10.0,10.0,62.9928202,0.591393554,1.76008894,87.12517882,0,1.0,5.361779337,7.744691965,1,1,5-FU.LAPATINIB
A2058,ZOLINZA,MK-2206,4.0,4.0,1.33697119,10.0,28.70069909,1.000872142,10.0,72.39713805,0,1.0,21.81530714,26.71094045,1,1,MK-2206.ZOLINZA
A375,PACLITAXEL,BORTEZOMIB,0.04,0.04,0.01826663,1.343128949,0.0,0.00958092,10.0,1.597098622,0,0.0,24.60034226,35.41986754,1,1,BORTEZOMIB.PACLITAXEL
VCAP,MK-2206,DASATINIB,4.0,3.0,0.372553606,0.892107393,19.96067855,0.540201168,10.0,88.4870337,0,1.0,9.996725748,21.2256666,1,1,DASATINIB.MK-2206
MDAMB436,ERLOTINIB,OXALIPLATIN,5.0,20.0,5.0,0.863124357,23.80720627,1.615189898,1.156902926,43.45298794,0,0.0,-40.3461261,-19.07361252,1,1,ERLOTINIB.OXALIPLATIN
A2058,GEMCITABINE,SORAFENIB,0.01,20.0,0.002699827,10.0,12.10700161,12.5519117,10.0,19.14240845,0,0.0,-8.984131599,-7.445074307,1,1,GEMCITABINE.SORAFENIB
NCIH520,VINORELBINE,PD325901,0.04,0.1,0.00315209,1.648685746,27.55534554,1.0,0.0,100.0,0,0.0,-28.73621605,-28.73621605,1,1,PD325901.VINORELBINE
A2058,TOPOTECAN,MK-8776,1.0,4.0,0.061665385,2.134367458,15.56262101,0.47221428,2.267968461,69.4464428,0,1.0,26.66237251,40.75894553,1,1,MK-8776.TOPOTECAN
OV90,MK-4541,SN-38,4.0,0.005,4.0,10.0,90.60436119,0.002183201,1.845477558,32.10255326,0,0.0,-5.361300884,-4.017625585,1,1,MK-4541.SN-38
SKMEL30,VINBLASTINE,MK-8776,0.04,4.0,0.010900471,9.999999998,44.09590529,0.318583551,10.0,54.83043401,0,0.0,2.283772077,11.51172033,1,1,MK-8776.VINBLASTINE
SW837,ZOLINZA,MK-8669,4.0,0.01,1.253704824,10.0,13.20446306,0.000540142,10.0,86.08062361,0,1.0,20.20251479,27.45514814,1,1,MK-8669.ZOLINZA
UACC62,GEMCITABINE,MK-2206,0.01,4.0,0.004607574,4.257338936,29.92302738,0.415669905,1.083975954,60.60339154,0,1.0,9.202347944,20.13040933,1,1,GEMCITABINE.MK-2206
UACC62,MK-4541,DEXAMETHASONE,4.0,10.0,1.0,0.0,100.0,1.0,0.0,100.0,0,1.0,6.498085252,6.498085252,1,1,DEXAMETHASONE.MK-4541
UWB1289,MK-5108,MK-8669,2.0,0.01,0.236207616,1.682351586,42.84409791,0.000868384,0.997006777,48.622414,0,1.0,-12.50979046,20.99591439,1,1,MK-5108.MK-8669
NCIH1650,VINORELBINE,BEZ-235,0.04,0.4,0.009176446,1.563571522,34.55963019,0.026192381,2.282002176,42.52027988,0,1.0,-10.01271285,18.10417811,1,1,BEZ-235.VINORELBINE
SW620,ERLOTINIB,DASATINIB,5.0,3.0,5.0,10.0,46.39943326,0.00024,0.1,90.5494771,0,1.0,20.21147649,23.39617631,1,1,DASATINIB.ERLOTINIB
T47D,MK-2206,DASATINIB,4.0,3.0,0.093797983,1.246088003,17.40981621,0.066802514,0.840532462,51.28399852,0,1.0,-36.41121808,6.635995335,1,1,DASATINIB.MK-2206
A427,ETOPOSIDE,DASATINIB,4.0,3.0,0.23135816,1.838861427,17.74860409,0.110729841,0.337774456,36.43921036,0,1.0,-21.71849555,23.03261365,1,1,DASATINIB.ETOPOSIDE
NCIH2122,LAPATINIB,OXALIPLATIN,5.0,20.0,5.0,1.251208469,25.88342347,20.0,2.107791176,6.758930768,0,0.0,-13.82676088,-6.878996897,1,1,LAPATINIB.OXALIPLATIN
LOVO,CYCLOPHOSPHAMIDE,LAPATINIB,10.0,5.0,1.0,0.0,100.0,0.148596844,0.614130251,51.60288926,0,0.0,-17.15074054,-17.15074054,1,1,CYCLOPHOSPHAMIDE.LAPATINIB
NCIH2122,MK-4541,TEMOZOLOMIDE,4.0,250.0,0.528547208,1.957996695,92.58429641,80.67835865,9.999999999,71.19977512,0,0.0,-11.69717801,-9.523703409,1,1,MK-4541.TEMOZOLOMIDE
NCIH2122,PD325901,SORAFENIB,0.1,20.0,0.024841707,1.190020387,53.35652855,12.07306172,2.495323445,0.0,0,1.0,30.53885408,41.02866399,1,1,PD325901.SORAFENIB
NCIH2122,MK-2206,SN-38,4.0,0.005,1.581272187,1.395489055,59.61726601,0.001475642,1.091206787,27.22568823,0,1.0,18.43216194,35.32673682,1,1,MK-2206.SN-38
RKO,ETOPOSIDE,SORAFENIB,4.0,20.0,1.96508535,1.192781665,30.99321971,13.92376351,3.674885803,0.0,0,1.0,10.93665994,17.73205137,1,1,ETOPOSIDE.SORAFENIB
SKOV3,MK-4541,SUNITINIB,4.0,5.0,1.0,0.0,100.0,4.475165036,1.711497455,0.0,0,1.0,4.108019594,4.108019594,1,1,MK-4541.SUNITINIB
A2780,METHOTREXATE,MK-8669,0.2,0.01,0.02397041,1.885142094,13.05249879,0.000566523,2.198333149,51.54271655,0,0.0,-23.98358486,-2.384168381,1,1,METHOTREXATE.MK-8669
HT144,PD325901,BEZ-235,0.1,0.4,0.005108788,1.32860513,21.36815866,0.036413782,1.493740457,29.49027709,0,1.0,1.898145134,40.59155146,1,1,BEZ-235.PD325901
HT29,MRK-003,AZD1775,10.0,0.5,5.610753619,1.514980531,0.0,0.342982665,3.163591651,0.0,0,0.0,11.38534533,17.34922846,1,1,AZD1775.MRK-003
RKO,MITOMYCINE,SUNITINIB,1.0,5.0,0.192600613,1.354157454,35.4316362,4.458475574,1.755765614,0.0,0,0.0,-5.814283737,6.274811798,1,1,MITOMYCINE.SUNITINIB
HCT116,MK-4541,AZD1775,4.0,0.5,4.0,0.303340226,93.45313162,0.49899648,9.616561295,57.40615815,0,0.0,-6.589295111,-5.901528467,1,1,AZD1775.MK-4541
HT144,MK-2206,TOPOTECAN,4.0,1.0,0.283652859,1.000726111,84.0485814,0.240570703,0.85408734,0.0,0,1.0,7.425497264,24.05237703,1,1,MK-2206.TOPOTECAN
RPMI7951,LAPATINIB,ABT-888,5.0,10.0,5.0,1.005893591,40.26961233,1.0,0.0,100.0,0,0.0,-16.48993913,-16.48993913,1,1,ABT-888.LAPATINIB
ES2,L778123,PD325901,5.0,0.1,2.268069866,3.883001709,66.41486752,0.013772609,1.127086793,49.30395914,0,1.0,20.33202337,32.07678757,1,1,L778123.PD325901
A427,MK-5108,BEZ-235,2.0,0.4,0.390090264,2.604689067,32.41686898,0.053226321,1.053642175,41.16940505,0,1.0,-3.930238129,19.34090904,1,1,BEZ-235.MK-5108
NCIH1650,MK-4541,TEMOZOLOMIDE,4.0,250.0,4.0,1.070229977,83.24588154,1.0,0.0,100.0,0,0.0,-35.4189588,-35.4189588,1,1,MK-4541.TEMOZOLOMIDE
NCIH23,PD325901,BEZ-235,0.1,0.4,0.017586622,0.692259476,47.26710801,0.039403796,1.402207658,33.57491332,0,1.0,-4.318257751,31.03075687,1,1,BEZ-235.PD325901
VCAP,MK-5108,SORAFENIB,2.0,20.0,1.535228739,2.122665801,0.0,12.05227784,10.0,4.600210868,0,0.0,18.28815241,20.57473059,1,1,MK-5108.SORAFENIB
T47D,L778123,BORTEZOMIB,5.0,0.04,0.321231758,10.0,64.10121387,0.004873287,1.451386504,0.0,0,0.0,-25.97405025,-6.371774874,1,1,BORTEZOMIB.L778123
SKMEL30,AZD1775,SN-38,0.5,0.005,0.233841629,10.0,38.76971372,0.001896662,10.0,59.1960015,0,1.0,20.8942578,22.97269335,1,1,AZD1775.SN-38
UWB1289,DEXAMETHASONE,DASATINIB,10.0,3.0,1.0,0.0,100.0,0.062868584,1.069060842,0.0,0,1.0,6.539838833,6.539838833,1,1,DASATINIB.DEXAMETHASONE
VCAP,MK-5108,ABT-888,2.0,10.0,1.535228739,2.122665801,0.0,1.0,0.0,100.0,0,1.0,8.964447941,8.964447941,1,1,ABT-888.MK-5108
HT144,PACLITAXEL,SORAFENIB,0.04,20.0,0.0050512,1.34513379,29.50434466,8.011267228,2.658048917,0.0,0,1.0,4.501501962,18.26735153,1,1,PACLITAXEL.SORAFENIB
ES2,VINBLASTINE,ERLOTINIB,0.04,5.0,0.013616439,9.519527005,41.60171111,1.473512718,10.0,59.49911923,0,1.0,57.73380239,60.08150514,1,1,ERLOTINIB.VINBLASTINE
SKMES1,GEMCITABINE,PD325901,0.01,0.1,0.000126642,0.307810533,0.0,0.008145249,1.140047562,30.09826361,0,1.0,3.443858871,21.42070142,1,1,GEMCITABINE.PD325901
NCIH520,DEXAMETHASONE,LAPATINIB,10.0,5.0,10.0,10.0,89.8134224,5.0,10.0,59.99983675,0,1.0,4.764422381,5.091407142,1,1,DEXAMETHASONE.LAPATINIB
NCIH23,MK-5108,MK-8669,2.0,0.01,0.394652741,1.966983939,42.47432515,0.000735258,1.638180792,75.33258112,0,1.0,-4.331404191,14.49106054,1,1,MK-5108.MK-8669
PA1,ERLOTINIB,GELDANAMYCIN,5.0,2.0,1.511403026,9.999999999,40.20076418,2.0,10.0,66.80882581,0,1.0,25.21053367,26.34456193,1,1,ERLOTINIB.GELDANAMYCIN
SW620,5-FU,TEMOZOLOMIDE,10.0,250.0,10.0,1.236562519,32.13727549,12.63234102,9.999999999,55.04806908,0,0.0,-9.211676825,6.650229484,1,1,5-FU.TEMOZOLOMIDE
SKMES1,PACLITAXEL,DINACICLIB,0.04,0.04,0.015929412,1.023256245,0.0,0.021111322,2.592316703,0.0,0,0.0,2.380719238,13.73812869,1,1,DINACICLIB.PACLITAXEL
NCIH2122,MRK-003,BORTEZOMIB,10.0,0.04,3.176076215,10.0,82.5987529,0.009790456,10.0,13.19441142,0,1.0,21.41481226,26.08886257,1,1,BORTEZOMIB.MRK-003
NCIH1650,CARBOPLATIN,SORAFENIB,50.0,20.0,1.0,0.0,100.0,6.34330798,10.0,20.20500608,0,0.0,-33.05352,-33.05352,1,1,CARBOPLATIN.SORAFENIB
SKOV3,METFORMIN,MK-2206,250.0,4.0,250.0,10.0,84.40216341,1.303874047,0.954044166,46.21395859,0,1.0,11.06509997,13.64252558,1,1,METFORMIN.MK-2206
HT144,VINBLASTINE,LAPATINIB,0.04,5.0,0.00770572,1.05766465,29.0710604,5.0,1.496088579,47.18358503,0,1.0,4.334656889,16.54900242,1,1,LAPATINIB.VINBLASTINE
A2058,PACLITAXEL,ABT-888,0.04,10.0,0.00174896,10.0,1.723012934,1.0,0.0,100.0,0,0.0,-17.58509312,-17.58509312,1,1,ABT-888.PACLITAXEL
OV90,MK-4827,PD325901,10.0,0.1,3.760179037,10.0,69.60230561,0.00918619,1.290288845,15.34247821,0,0.0,-15.27937121,-8.285258546,1,1,MK-4827.PD325901
T47D,AZD1775,MK-8669,0.5,0.01,0.203680597,10.0,60.39688815,0.000820534,2.747474047,46.07627242,0,1.0,21.65056912,31.98260068,1,1,AZD1775.MK-8669
MDAMB436,DOXORUBICIN,LAPATINIB,0.3,5.0,0.017895336,1.351090348,38.60624465,5.0,10.0,71.19274588,0,0.0,-13.52587288,-9.850514915,1,1,DOXORUBICIN.LAPATINIB
A2780,ETOPOSIDE,SUNITINIB,4.0,5.0,0.18008448,1.692048058,19.70727886,2.808751244,1.185821501,6.47394234,0,0.0,-9.445846653,9.172865339,1,1,ETOPOSIDE.SUNITINIB
UWB1289,VINBLASTINE,SUNITINIB,0.04,5.0,0.008881765,10.0,21.30567827,1.428329299,1.538588285,38.86353893,0,1.0,8.135597089,18.16657747,1,1,SUNITINIB.VINBLASTINE
OV90,AZD1775,ERLOTINIB,0.5,5.0,0.22201225,10.0,54.98285457,5.0,1.343518652,54.46596093,0,0.0,-1.708047255,2.134662251,1,1,AZD1775.ERLOTINIB
SKMES1,TEMOZOLOMIDE,DINACICLIB,250.0,0.04,12.91737117,9.999999999,91.37048895,0.021111322,2.592316703,0.0,0,1.0,2.574649591,8.489407851,1,1,DINACICLIB.TEMOZOLOMIDE
RPMI7951,MK-5108,BORTEZOMIB,2.0,0.04,0.545988759,2.435457865,31.33134397,0.002180096,10.0,0.0,0,0.0,-8.521162785,-0.135491158,1,1,BORTEZOMIB.MK-5108
PA1,MK-8669,OXALIPLATIN,0.01,20.0,0.000536966,10.0,85.69719959,1.656636334,1.486071004,5.425252084,0,0.0,-18.64510016,-10.46857884,1,1,MK-8669.OXALIPLATIN
SW837,MK-4541,OXALIPLATIN,4.0,20.0,1.54082462,9.999999976,86.48639189,3.293574302,1.867623614,30.60673701,0,1.0,4.87752902,8.074123943,1,1,MK-4541.OXALIPLATIN
DLD1,PACLITAXEL,ERLOTINIB,0.04,5.0,0.019186463,2.332228892,57.27590671,4.645981859,1.080847422,0.0,0,1.0,31.59786442,41.22848789,1,1,ERLOTINIB.PACLITAXEL
RKO,PACLITAXEL,LAPATINIB,0.04,5.0,0.002239255,2.510502685,34.30073826,5.0,10.0,57.8025905,0,0.0,-27.1472463,-20.91495389,1,1,LAPATINIB.PACLITAXEL
SKMES1,MK-5108,TOPOTECAN,2.0,1.0,0.46434991,2.090275458,42.20360798,0.180808407,1.856983373,5.40333699,0,1.0,16.6646262,31.24860216,1,1,MK-5108.TOPOTECAN
RKO,MRK-003,ZOLINZA,10.0,4.0,4.864788195,9.951633867,57.16340082,4.0,1.182397875,8.835611116,0,1.0,10.96565736,14.68892834,1,1,MRK-003.ZOLINZA
UWB1289,LAPATINIB,MK-8669,5.0,0.01,1.952017201,1.530659182,0.0,0.000868384,0.997006777,48.622414,0,1.0,9.016231103,34.05150544,1,1,LAPATINIB.MK-8669
HCT116,MK-4827,MK-8669,10.0,0.01,2.954277834,10.0,56.19533216,1.0,0.0,100.0,0,1.0,10.17097733,10.17097733,1,1,MK-4827.MK-8669
HT144,CYCLOPHOSPHAMIDE,SUNITINIB,10.0,5.0,1.0,0.0,100.0,3.250313434,1.602131772,46.19746537,0,0.0,-0.898808194,-0.898808194,1,1,CYCLOPHOSPHAMIDE.SUNITINIB
A2780,5-FU,BEZ-235,10.0,0.4,1.695142171,1.744558015,30.21226579,0.022076004,2.658335978,22.64199347,0,0.0,-18.42054274,6.095889613,1,1,5-FU.BEZ-235
A2780,LAPATINIB,ERLOTINIB,5.0,5.0,5.0,1.955160849,39.00360994,4.666903069,1.413391053,0.450898924,0,1.0,6.444245578,12.27845764,1,1,ERLOTINIB.LAPATINIB
