CELL_LINE.DRUG,GENEA,GENEB,SCORE,SOURCE
NCIH23.GEMCITABINE,MARK1,TYMS,0.569,mutation
NCIH23.GEMCITABINE,CMPK1,MARK1,0.569,mutation
NCIH23.SUNITINIB,PDGFRB,TP53,0.4305,mutation
NCIH23.SUNITINIB,KDR,TP53,0.4305,mutation
NCIH23.SUNITINIB,KIT,TP53,0.1775,mutation
NCIH23.SUNITINIB,KDR,PMS2,0.536,mutation
NCIH23.SUNITINIB,KIT,KRAS,0.44,mutation
NCIH23.SUNITINIB,PDE4DIP,PDGFRA,0.554,mutation
NCIH23.SUNITINIB,PDE4DIP,PDGFRB,0.554,mutation
NCIH23.SUNITINIB,KIT,PDE4DIP,0.554,mutation
NCIH23.SUNITINIB,PDGFRA,PLCB1,0.443,mutation
NCIH23.SUNITINIB,PDGFRB,PLCB1,0.443,mutation
NCIH23.SUNITINIB,KIT,PLCB1,0.443,mutation
NCIH23.SUNITINIB,PDGFRA,SNX10,0.503,mutation
NCIH23.SUNITINIB,PDGFRB,SNX10,0.503,mutation
NCIH23.SUNITINIB,KIT,SNX10,0.503,mutation
NCIH23.SUNITINIB,KDR,SLC28A1,0.473,mutation
NCIH23.SUNITINIB,ATM,KDR,0.53,mutation
NCIH23.SUNITINIB,FLT3,KIT,0.56,mutation
NCIH23.SUNITINIB,PDGFRA,PPP3CA,0.44,mutation
NCIH23.SUNITINIB,PDGFRB,PPP3CA,0.44,mutation
NCIH23.SUNITINIB,KIT,PPP3CA,0.44,mutation
NCIH23.ETOPOSIDE,KRAS,TOP2A,0.458,mutation
NCIH23.PD325901,KRAS,MAP2K1,0.458,mutation
NCIH23.MK-4541,AR,KRAS,0.44,mutation
NCIH23.LAPATINIB,EGFR,TP53,0.273125,mutation
NCIH23.LAPATINIB,ERBB2,TP53,0.1775,mutation
NCIH23.LAPATINIB,EGFR,PMS2,0.536,mutation
NCIH23.LAPATINIB,EGFR,FGFR2,0.855,mutation
NCIH23.LAPATINIB,EGFR,KRAS,0.85,mutation
NCIH23.LAPATINIB,DDR2,EGFR,0.1775,mutation
NCIH23.LAPATINIB,ATM,EGFR,0.542,mutation
NCIH23.LAPATINIB,EGFR,SMARCA4,0.1775,mutation
NCIH23.MK-2206,AKT1,TP53,0.273125,mutation
NCIH23.MK-2206,AKT1,KEAP1,0.56,mutation
NCIH23.MK-2206,AKT1,PPARA,0.304,mutation
NCIH23.DOXORUBICIN,TOP1,TP53,0.1775,mutation
NCIH23.DOXORUBICIN,KRAS,TOP1,0.855,mutation
NCIH23.DINACICLIB,CDK1,TP53,0.1775,mutation
NCIH23.DINACICLIB,CDK2,TP53,0.1775,mutation
NCIH23.DINACICLIB,CDK9,TP53,0.1775,mutation
NCIH23.DINACICLIB,CDK2,PMS2,0.557,mutation
NCIH23.DINACICLIB,CDK2,KRAS,0.1775,mutation
NCIH23.DINACICLIB,CDK9,KRAS,0.443,mutation
NCIH23.DINACICLIB,ATM,CDK1,0.1775,mutation
NCIH23.DINACICLIB,ATM,CDK2,0.548,mutation
NCIH23.MK-8776,CHEK1,TP53,0.85,mutation
NCIH23.MK-8776,CHEK1,SLC28A1,0.647,mutation
NCIH23.MK-8776,ATM,CHEK1,0.3982579,mutation
NCIH23.MK-8776,CHEK1,TMEM194A,0.197,mutation
NCIH23.MK-5108,AURKA,NCAPH,0.2,mutation
NCIH23.MK-5108,AURKA,SLC28A1,0.563,mutation
NCIH23.MK-5108,AURKA,SLCO1B3,0.5,mutation
NCIH23.GELDANAMYCIN,HSP90AA1,TP53,0.4305,mutation
NCIH23.5-FU,BARD1,TYMS,0.2,mutation
NCIH23.5-FU,MARK1,TYMS,0.569,mutation
NCIH23.DASATINIB,KIT,TP53,0.1775,mutation
NCIH23.DASATINIB,KIT,KRAS,0.44,mutation
NCIH23.DASATINIB,KIT,PDE4DIP,0.554,mutation
NCIH23.DASATINIB,KIT,PLCB1,0.443,mutation
NCIH23.DASATINIB,KIT,SNX10,0.503,mutation
NCIH23.DASATINIB,FLT3,KIT,0.56,mutation
NCIH23.DASATINIB,KIT,PPP3CA,0.44,mutation
NCIH23.AZD1775,TP53,WEE1,0.836875,mutation
NCIH23.TOPOTECAN,TOP1,TP53,0.1775,mutation
NCIH23.TOPOTECAN,KRAS,TOP1,0.855,mutation
NCIH23.BEZ-235,MTOR,TP53,0.464375,mutation
NCIH23.BEZ-235,MTOR,PMS2,0.542,mutation
NCIH23.BEZ-235,KRAS,MTOR,0.461,mutation
NCIH23.BEZ-235,PIK3CA,RPS6KB1,0.2,mutation
NCIH23.BEZ-235,MTOR,RPS6KB1,0.1775,mutation
NCIH23.BEZ-235,ATM,PIK3CA,0.273125,mutation
NCIH23.BEZ-235,ATM,MTOR,0.554,mutation
NCIH23.BEZ-235,PIK3CA,PPARA,0.1775,mutation
NCIH23.SN-38,TOP1,TP53,0.1775,mutation
NCIH23.SN-38,KRAS,TOP1,0.855,mutation
NCIH23.SN-38,KRAS,TOP2A,0.458,mutation
NCIH23.ERLOTINIB,EGFR,TP53,0.273125,mutation
NCIH23.ERLOTINIB,EGFR,PMS2,0.536,mutation
NCIH23.ERLOTINIB,EGFR,FGFR2,0.855,mutation
NCIH23.ERLOTINIB,EGFR,KRAS,0.85,mutation
NCIH23.ERLOTINIB,DDR2,EGFR,0.1775,mutation
NCIH23.ERLOTINIB,ATM,EGFR,0.542,mutation
NCIH23.ERLOTINIB,EGFR,SMARCA4,0.1775,mutation
NCIH520.MK-4827,ATM,PARP1,0.85,mutation
NCIH520.MK-4827,ATM,PARP2,0.56,mutation
NCIH520.MK-4827,PARP1,POLE,0.548,mutation
NCIH520.MK-4827,PARP2,POLE,0.536,mutation
NCIH520.MK-4827,PARP1,PMS2,0.539,mutation
NCIH520.MK-4827,PARP1,TP53,0.5173143,mutation
NCIH520.SORAFENIB,ATM,KDR,0.53,mutation
NCIH520.SORAFENIB,KDR,POLE,0.503,mutation
NCIH520.SORAFENIB,ATP2C2,PDGFRA,0.503,mutation
NCIH520.SORAFENIB,ATP2C2,PDGFRB,0.503,mutation
NCIH520.SORAFENIB,ATP2C2,KIT,0.503,mutation
NCIH520.SORAFENIB,PDGFRA,TJP1,0.527,mutation
NCIH520.SORAFENIB,PDGFRB,TJP1,0.527,mutation
NCIH520.SORAFENIB,KIT,TJP1,0.527,mutation
NCIH520.SORAFENIB,KDR,PMS2,0.536,mutation
NCIH520.SORAFENIB,PDGFRB,TP53,0.4305,mutation
NCIH520.SORAFENIB,KDR,TP53,0.4305,mutation
NCIH520.SORAFENIB,KIT,TP53,0.1775,mutation
NCIH520.ABT-888,ATM,PARP1,0.85,mutation
NCIH520.ABT-888,ATM,PARP2,0.56,mutation
NCIH520.ABT-888,PARP1,POLE,0.548,mutation
NCIH520.ABT-888,PARP2,POLE,0.536,mutation
NCIH520.ABT-888,PARP1,PMS2,0.539,mutation
NCIH520.ABT-888,PARP1,TP53,0.5173143,mutation
NCIH520.MK-8669,ATM,MTOR,0.554,mutation
NCIH520.MK-8669,MTOR,POLE,0.542,mutation
NCIH520.MK-8669,MTOR,PMS2,0.542,mutation
NCIH520.MK-8669,MTOR,TP53,0.464375,mutation
NCIH520.GEMCITABINE,ATM,RRM1,0.53,mutation
NCIH520.GEMCITABINE,POLE,RRM1,0.509,mutation
NCIH520.GEMCITABINE,PMS2,RRM1,0.53,mutation
NCIH520.SUNITINIB,ATM,KDR,0.53,mutation
NCIH520.SUNITINIB,KDR,POLE,0.503,mutation
NCIH520.SUNITINIB,ATP2C2,PDGFRA,0.503,mutation
NCIH520.SUNITINIB,ATP2C2,PDGFRB,0.503,mutation
NCIH520.SUNITINIB,ATP2C2,KIT,0.503,mutation
NCIH520.SUNITINIB,PDGFRA,TJP1,0.527,mutation
NCIH520.SUNITINIB,PDGFRB,TJP1,0.527,mutation
NCIH520.SUNITINIB,KIT,TJP1,0.527,mutation
NCIH520.SUNITINIB,KDR,PMS2,0.536,mutation
NCIH520.SUNITINIB,PDGFRB,TP53,0.4305,mutation
NCIH520.SUNITINIB,KDR,TP53,0.4305,mutation
NCIH520.SUNITINIB,KIT,TP53,0.1775,mutation
NCIH520.MK-4541,AR,VAV1,0.1775,mutation
NCIH520.LAPATINIB,ATM,EGFR,0.542,mutation
NCIH520.LAPATINIB,EGFR,POLE,0.533,mutation
NCIH520.LAPATINIB,EGFR,PMS2,0.536,mutation
NCIH520.LAPATINIB,EGFR,TP53,0.273125,mutation
NCIH520.LAPATINIB,ERBB2,TP53,0.1775,mutation
NCIH520.MK-2206,AKT1,TP53,0.273125,mutation
NCIH520.MK-2206,AKT1,VAV1,0.1775,mutation
NCIH520.DOXORUBICIN,TOP1,TP53,0.1775,mutation
NCIH520.DINACICLIB,ATM,CDK1,0.1775,mutation
NCIH520.DINACICLIB,ATM,CDK2,0.548,mutation
NCIH520.DINACICLIB,CDK2,POLE,0.557,mutation
NCIH520.DINACICLIB,CDK2,PMS2,0.557,mutation
NCIH520.DINACICLIB,CDK1,TP53,0.1775,mutation
NCIH520.DINACICLIB,CDK2,TP53,0.1775,mutation
NCIH520.DINACICLIB,CDK9,TP53,0.1775,mutation
NCIH520.MK-8776,ATM,CHEK1,0.3982579,mutation
NCIH520.MK-8776,CHEK1,TP53,0.85,mutation
NCIH520.GELDANAMYCIN,HSP90AA1,TP53,0.4305,mutation
NCIH520.DASATINIB,ATP2C2,KIT,0.503,mutation
NCIH520.DASATINIB,KIT,TJP1,0.527,mutation
NCIH520.DASATINIB,KIT,TP53,0.1775,mutation
NCIH520.AZD1775,TP53,WEE1,0.836875,mutation
NCIH520.TOPOTECAN,TOP1,TP53,0.1775,mutation
NCIH520.BEZ-235,ATM,PIK3CA,0.273125,mutation
NCIH520.BEZ-235,ATM,MTOR,0.554,mutation
NCIH520.BEZ-235,MTOR,POLE,0.542,mutation
NCIH520.BEZ-235,MTOR,PMS2,0.542,mutation
NCIH520.BEZ-235,MTOR,TP53,0.464375,mutation
NCIH520.SN-38,TOP1,TP53,0.1775,mutation
NCIH520.ERLOTINIB,ATM,EGFR,0.542,mutation
NCIH520.ERLOTINIB,EGFR,POLE,0.533,mutation
NCIH520.ERLOTINIB,EGFR,PMS2,0.536,mutation
NCIH520.ERLOTINIB,EGFR,TP53,0.273125,mutation
OCUBM.MK-4827,PARP1,PIK3CA,0.34334375,mutation
OCUBM.MK-4827,PARP1,TP53,0.5173143,mutation
OCUBM.SORAFENIB,PDGFRB,TP53,0.4305,mutation
OCUBM.SORAFENIB,KDR,TP53,0.4305,mutation
OCUBM.SORAFENIB,KIT,TP53,0.1775,mutation
OCUBM.SORAFENIB,CPSF1,PDGFRA,0.506,mutation
OCUBM.SORAFENIB,CPSF1,PDGFRB,0.506,mutation
OCUBM.SORAFENIB,CPSF1,KIT,0.506,mutation
OCUBM.SORAFENIB,GLT8D1,PDGFRA,0.503,mutation
OCUBM.SORAFENIB,GLT8D1,PDGFRB,0.503,mutation
OCUBM.SORAFENIB,GLT8D1,KIT,0.503,mutation
OCUBM.SORAFENIB,GPC5,PDGFRA,0.521,mutation
OCUBM.SORAFENIB,GPC5,PDGFRB,0.521,mutation
OCUBM.SORAFENIB,GPC5,KIT,0.521,mutation
OCUBM.ABT-888,PARP1,PIK3CA,0.34334375,mutation
OCUBM.ABT-888,PARP1,TP53,0.5173143,mutation
OCUBM.MK-8669,MTOR,PIK3CA,0.4305,mutation
OCUBM.MK-8669,MTOR,TP53,0.464375,mutation
OCUBM.GEMCITABINE,BARD1,TYMS,0.2,mutation
OCUBM.GEMCITABINE,HCK,RRM1,0.554,mutation
OCUBM.GEMCITABINE,HCK,TYMS,0.554,mutation
OCUBM.GEMCITABINE,CMPK1,HCK,0.554,mutation
OCUBM.GEMCITABINE,ASPM,RRM1,0.5,mutation
OCUBM.GEMCITABINE,ASPM,TYMS,0.5,mutation
OCUBM.GEMCITABINE,ASPM,CMPK1,0.5,mutation
OCUBM.GEMCITABINE,FER,RRM1,0.473,mutation
OCUBM.GEMCITABINE,FER,TYMS,0.473,mutation
OCUBM.GEMCITABINE,CMPK1,FER,0.473,mutation
OCUBM.SUNITINIB,PDGFRB,TP53,0.4305,mutation
OCUBM.SUNITINIB,KDR,TP53,0.4305,mutation
OCUBM.SUNITINIB,KIT,TP53,0.1775,mutation
OCUBM.SUNITINIB,CPSF1,PDGFRA,0.506,mutation
OCUBM.SUNITINIB,CPSF1,PDGFRB,0.506,mutation
OCUBM.SUNITINIB,CPSF1,KIT,0.506,mutation
OCUBM.SUNITINIB,GLT8D1,PDGFRA,0.503,mutation
OCUBM.SUNITINIB,GLT8D1,PDGFRB,0.503,mutation
OCUBM.SUNITINIB,GLT8D1,KIT,0.503,mutation
OCUBM.SUNITINIB,GPC5,PDGFRA,0.521,mutation
OCUBM.SUNITINIB,GPC5,PDGFRB,0.521,mutation
OCUBM.SUNITINIB,GPC5,KIT,0.521,mutation
OCUBM.LAPATINIB,EGFR,PIK3CA,0.1775,mutation
OCUBM.LAPATINIB,ERBB2,PIK3CA,0.1775,mutation
OCUBM.LAPATINIB,CENPE,ERBB2,0.1775,mutation
OCUBM.LAPATINIB,EGFR,PLEC,0.2,mutation
OCUBM.LAPATINIB,EGFR,TP53,0.273125,mutation
OCUBM.LAPATINIB,ERBB2,TP53,0.1775,mutation
OCUBM.LAPATINIB,EGFR,RET,0.855,mutation
OCUBM.LAPATINIB,ERBB2,FASN,0.1775,mutation
OCUBM.LAPATINIB,CNTNAP1,EGFR,0.1775,mutation
OCUBM.LAPATINIB,EGFR,PRKCE,0.855,mutation
OCUBM.MK-2206,AKT1,PIK3CA,0.3982579,mutation
OCUBM.MK-2206,AKT1,TP53,0.273125,mutation
OCUBM.MK-2206,AKT1,FASN,0.1775,mutation
OCUBM.DOXORUBICIN,DNMT1,STIL,0.2,mutation
OCUBM.DOXORUBICIN,TOP1,TP53,0.1775,mutation
OCUBM.DOXORUBICIN,DNMT1,GTPBP3,0.2,mutation
OCUBM.DINACICLIB,CDK1,STIL,0.203,mutation
OCUBM.DINACICLIB,CDK1,TP53,0.1775,mutation
OCUBM.DINACICLIB,CDK2,TP53,0.1775,mutation
OCUBM.DINACICLIB,CDK9,TP53,0.1775,mutation
OCUBM.MK-8776,BUB1B,CHEK1,0.4305,mutation
OCUBM.MK-8776,CHEK1,PIK3CA,0.1775,mutation
OCUBM.MK-8776,CHEK1,TP53,0.85,mutation
OCUBM.MK-5108,AURKA,BUB1B,0.215,mutation
OCUBM.MK-5108,AURKA,TUBB1,0.5,mutation
OCUBM.GELDANAMYCIN,HSP90AA1,TP53,0.4305,mutation
OCUBM.5-FU,BARD1,TYMS,0.2,mutation
OCUBM.5-FU,HCK,TYMS,0.554,mutation
OCUBM.5-FU,ASPM,TYMS,0.5,mutation
OCUBM.5-FU,FER,TYMS,0.473,mutation
OCUBM.DASATINIB,IKBKB,SRC,0.1775,mutation
OCUBM.DASATINIB,KIT,TP53,0.1775,mutation
OCUBM.DASATINIB,CASP7,SRC,0.1775,mutation
OCUBM.DASATINIB,CPSF1,KIT,0.506,mutation
OCUBM.DASATINIB,GLT8D1,KIT,0.503,mutation
OCUBM.DASATINIB,GPC5,KIT,0.521,mutation
OCUBM.AZD1775,TP53,WEE1,0.836875,mutation
OCUBM.TOPOTECAN,TOP1,TP53,0.1775,mutation
OCUBM.BEZ-235,PIK3CA,PIK3CB,0.56,mutation
OCUBM.BEZ-235,MTOR,PIK3CA,0.4305,mutation
OCUBM.BEZ-235,MTOR,TP53,0.464375,mutation
OCUBM.BEZ-235,FER,PIK3CA,0.17,mutation
OCUBM.SN-38,TOP1,TP53,0.1775,mutation
OCUBM.ERLOTINIB,EGFR,PIK3CA,0.1775,mutation
OCUBM.ERLOTINIB,EGFR,PLEC,0.2,mutation
OCUBM.ERLOTINIB,EGFR,TP53,0.273125,mutation
OCUBM.ERLOTINIB,EGFR,RET,0.855,mutation
OCUBM.ERLOTINIB,CNTNAP1,EGFR,0.1775,mutation
OCUBM.ERLOTINIB,EGFR,PRKCE,0.855,mutation
OV90.MK-4827,PARP1,TP53,0.5173143,mutation
OV90.SORAFENIB,NRG2,PDGFRA,0.503,mutation
OV90.SORAFENIB,NRG2,PDGFRB,0.503,mutation
OV90.SORAFENIB,KIT,NRG2,0.503,mutation
OV90.SORAFENIB,PDGFRB,TP53,0.4305,mutation
OV90.SORAFENIB,KDR,TP53,0.4305,mutation
OV90.SORAFENIB,KIT,TP53,0.1775,mutation
OV90.SORAFENIB,MAML1,PDGFRA,0.509,mutation
OV90.SORAFENIB,MAML1,PDGFRB,0.509,mutation
OV90.SORAFENIB,KIT,MAML1,0.509,mutation
OV90.SORAFENIB,PDE4DIP,PDGFRA,0.554,mutation
OV90.SORAFENIB,PDE4DIP,PDGFRB,0.554,mutation
OV90.SORAFENIB,KIT,PDE4DIP,0.554,mutation
OV90.ABT-888,PARP1,TP53,0.5173143,mutation
OV90.MK-8669,MTOR,TP53,0.464375,mutation
OV90.GEMCITABINE,RRM1,SMAD4,0.5,mutation
OV90.GEMCITABINE,SMAD4,TYMS,0.5,mutation
OV90.GEMCITABINE,CMPK1,SMAD4,0.5,mutation
OV90.GEMCITABINE,CDKN2A,RRM1,0.44,mutation
OV90.GEMCITABINE,CDKN2A,TYMS,0.44,mutation
OV90.GEMCITABINE,CDKN2A,CMPK1,0.44,mutation
OV90.SUNITINIB,NRG2,PDGFRA,0.503,mutation
OV90.SUNITINIB,NRG2,PDGFRB,0.503,mutation
OV90.SUNITINIB,KIT,NRG2,0.503,mutation
OV90.SUNITINIB,PDGFRB,TP53,0.4305,mutation
OV90.SUNITINIB,KDR,TP53,0.4305,mutation
OV90.SUNITINIB,KIT,TP53,0.1775,mutation
OV90.SUNITINIB,MAML1,PDGFRA,0.509,mutation
OV90.SUNITINIB,MAML1,PDGFRB,0.509,mutation
OV90.SUNITINIB,KIT,MAML1,0.509,mutation
OV90.SUNITINIB,PDE4DIP,PDGFRA,0.554,mutation
OV90.SUNITINIB,PDE4DIP,PDGFRB,0.554,mutation
OV90.SUNITINIB,KIT,PDE4DIP,0.554,mutation
OV90.LAPATINIB,EGFR,TP53,0.273125,mutation
OV90.LAPATINIB,ERBB2,TP53,0.1775,mutation
OV90.MK-2206,AKT1,SMAD4,0.56,mutation
OV90.MK-2206,AKT1,TP53,0.273125,mutation
OV90.MK-2206,AKT1,BRAF,0.1775,mutation
OV90.DOXORUBICIN,TOP1,TP53,0.1775,mutation
OV90.DINACICLIB,CDK1,TP53,0.1775,mutation
OV90.DINACICLIB,CDK2,TP53,0.1775,mutation
OV90.DINACICLIB,CDK9,TP53,0.1775,mutation
OV90.MK-8776,CDKN2A,CHEK1,0.1775,mutation
OV90.MK-8776,CHEK1,TP53,0.85,mutation
OV90.GELDANAMYCIN,HSP90AA1,TP53,0.4305,mutation
OV90.5-FU,SMAD4,TYMS,0.5,mutation
OV90.5-FU,CDKN2A,TYMS,0.44,mutation
OV90.DASATINIB,KIT,NRG2,0.503,mutation
OV90.DASATINIB,KIT,TP53,0.1775,mutation
OV90.DASATINIB,KIT,MAML1,0.509,mutation
OV90.DASATINIB,KIT,PDE4DIP,0.554,mutation
OV90.AZD1775,TP53,WEE1,0.836875,mutation
OV90.TOPOTECAN,TOP1,TP53,0.1775,mutation
OV90.BEZ-235,MTOR,TP53,0.464375,mutation
OV90.SN-38,TOP1,TP53,0.1775,mutation
OV90.ERLOTINIB,EGFR,TP53,0.273125,mutation
OVCAR3.MK-4827,PARP1,TP53,0.5173143,mutation
OVCAR3.SORAFENIB,PDGFRA,UBE3A,0.509,mutation
OVCAR3.SORAFENIB,PDGFRB,UBE3A,0.509,mutation
OVCAR3.SORAFENIB,KIT,UBE3A,0.509,mutation
OVCAR3.SORAFENIB,PDGFRB,TP53,0.4305,mutation
OVCAR3.SORAFENIB,KDR,TP53,0.4305,mutation
OVCAR3.SORAFENIB,KIT,TP53,0.1775,mutation
OVCAR3.ABT-888,PARP1,TP53,0.5173143,mutation
OVCAR3.MK-8669,MTOR,TP53,0.464375,mutation
OVCAR3.GEMCITABINE,LMTK2,RRM1,0.467,mutation
OVCAR3.GEMCITABINE,LMTK2,TYMS,0.467,mutation
OVCAR3.GEMCITABINE,CMPK1,LMTK2,0.467,mutation
OVCAR3.SUNITINIB,PDGFRA,UBE3A,0.509,mutation
OVCAR3.SUNITINIB,PDGFRB,UBE3A,0.509,mutation
OVCAR3.SUNITINIB,KIT,UBE3A,0.509,mutation
OVCAR3.SUNITINIB,PDGFRB,TP53,0.4305,mutation
OVCAR3.SUNITINIB,KDR,TP53,0.4305,mutation
OVCAR3.SUNITINIB,KIT,TP53,0.1775,mutation
OVCAR3.MK-4541,AR,VAV3,0.56,mutation
OVCAR3.LAPATINIB,EGFR,TP53,0.273125,mutation
OVCAR3.LAPATINIB,ERBB2,TP53,0.1775,mutation
OVCAR3.LAPATINIB,EGFR,PIK3R1,0.855,mutation
OVCAR3.MK-2206,AKT1,TP53,0.273125,mutation
OVCAR3.MK-2206,AKT1,VAV3,0.1775,mutation
OVCAR3.DOXORUBICIN,TOP1,TP53,0.1775,mutation
OVCAR3.DINACICLIB,CDK1,TP53,0.1775,mutation
OVCAR3.DINACICLIB,CDK2,TP53,0.1775,mutation
OVCAR3.DINACICLIB,CDK9,TP53,0.1775,mutation
OVCAR3.MK-8776,CHEK1,TP53,0.85,mutation
OVCAR3.GELDANAMYCIN,HSP90AA1,TP53,0.4305,mutation
OVCAR3.5-FU,LMTK2,TYMS,0.467,mutation
OVCAR3.DASATINIB,KIT,UBE3A,0.509,mutation
OVCAR3.DASATINIB,KIT,TP53,0.1775,mutation
OVCAR3.AZD1775,TP53,WEE1,0.836875,mutation
OVCAR3.TOPOTECAN,TOP1,TP53,0.1775,mutation
OVCAR3.BEZ-235,MTOR,TP53,0.464375,mutation
OVCAR3.SN-38,TOP1,TP53,0.1775,mutation
OVCAR3.ERLOTINIB,EGFR,TP53,0.273125,mutation
OVCAR3.ERLOTINIB,EGFR,PIK3R1,0.855,mutation
PA1.MK-4827,PARP1,PPM1D,0.554,mutation
PA1.MK-4827,PARP2,PPM1D,0.557,mutation
PA1.MK-4827,PARP1,TP53BP1,0.304,mutation
PA1.SORAFENIB,NFATC1,PDGFRA,0.44,mutation
PA1.SORAFENIB,NFATC1,PDGFRB,0.44,mutation
PA1.SORAFENIB,KIT,NFATC1,0.44,mutation
PA1.SORAFENIB,PDGFRA,TRIP11,0.509,mutation
PA1.SORAFENIB,PDGFRB,TRIP11,0.509,mutation
PA1.SORAFENIB,KIT,TRIP11,0.509,mutation
PA1.SORAFENIB,KDR,PPM1D,0.545,mutation
PA1.SORAFENIB,KIT,NRAS,0.44,mutation
PA1.ABT-888,PARP1,PPM1D,0.554,mutation
PA1.ABT-888,PARP2,PPM1D,0.557,mutation
PA1.ABT-888,PARP1,TP53BP1,0.304,mutation
PA1.MK-8669,MTOR,PPM1D,0.542,mutation
PA1.MK-8669,MTOR,NRAS,0.461,mutation
PA1.GEMCITABINE,PPM1D,RRM1,0.53,mutation
PA1.GEMCITABINE,NRAS,RRM1,0.536,mutation
PA1.SUNITINIB,NFATC1,PDGFRA,0.44,mutation
PA1.SUNITINIB,NFATC1,PDGFRB,0.44,mutation
PA1.SUNITINIB,KIT,NFATC1,0.44,mutation
PA1.SUNITINIB,PDGFRA,TRIP11,0.509,mutation
PA1.SUNITINIB,PDGFRB,TRIP11,0.509,mutation
PA1.SUNITINIB,KIT,TRIP11,0.509,mutation
PA1.SUNITINIB,KDR,PPM1D,0.545,mutation
PA1.SUNITINIB,KIT,NRAS,0.44,mutation
PA1.ETOPOSIDE,NRAS,TOP2A,0.458,mutation
PA1.PD325901,MAP2K1,NRAS,0.458,mutation
PA1.MK-4541,AR,NRAS,0.44,mutation
PA1.LAPATINIB,EGFR,PPM1D,0.554,mutation
PA1.DINACICLIB,CDK2,PPM1D,0.551,mutation
PA1.DINACICLIB,CDK9,NRAS,0.443,mutation
PA1.DASATINIB,KIT,NFATC1,0.44,mutation
PA1.DASATINIB,KIT,TRIP11,0.509,mutation
PA1.DASATINIB,KIT,NRAS,0.44,mutation
PA1.BEZ-235,MTOR,PPM1D,0.542,mutation
PA1.BEZ-235,MTOR,NRAS,0.461,mutation
PA1.SN-38,NRAS,TOP2A,0.458,mutation
PA1.ERLOTINIB,EGFR,PPM1D,0.554,mutation
RKO.MK-4827,PARP1,PIK3CA,0.34334375,mutation
RKO.MK-4827,PARP1,ZBTB32,0.56,mutation
RKO.MK-4827,PARP2,ZBTB32,0.557,mutation
RKO.MK-4827,CUX1,PARP1,0.56,mutation
RKO.MK-4827,PARP1,POLE,0.548,mutation
RKO.MK-4827,PARP2,POLE,0.536,mutation
RKO.MK-4827,PARP1,POLM,0.536,mutation
RKO.MK-4827,PARP2,POLM,0.551,mutation
RKO.MK-4827,PARP1,SMC3,0.855,mutation
RKO.MK-4827,PARP2,SMC3,0.855,mutation
RKO.MK-4827,NAE1,PARP1,0.575,mutation
RKO.MK-4827,NAE1,PARP2,0.611,mutation
RKO.MK-4827,CDK4,PARP1,0.6355,mutation
RKO.MK-4827,CDK4,PARP2,0.554,mutation
RKO.MK-4827,PARP1,USP1,0.542,mutation
RKO.MK-4827,PARP2,USP1,0.545,mutation
RKO.MK-4827,BRCA1,PARP1,0.99,mutation
RKO.MK-4827,BRCA1,PARP2,0.873,mutation
RKO.MK-4827,BRCA2,PARP1,0.85,mutation
RKO.MK-4827,BRCA2,PARP2,0.855,mutation
RKO.MK-4827,PARP1,PARP2,0.273125,mutation
RKO.MK-4827,PARP1,STAT3,0.273125,mutation
RKO.MK-4827,PARP1,TP53BP1,0.304,mutation
RKO.MK-4827,CASP8,PARP1,0.4305,mutation
RKO.MK-4827,MYC,PARP1,0.1775,mutation
RKO.MK-4827,PARP1,STAG1,0.855,mutation
RKO.MK-4827,PARP2,STAG1,0.855,mutation
RKO.MK-4827,PARP1,POLR2A,0.521,mutation
RKO.MK-4827,PARP2,POLR2A,0.503,mutation
RKO.MK-4827,NFKB1,PARP1,0.1775,mutation
RKO.MK-4827,MLH1,PARP1,0.273125,mutation
RKO.MK-4827,DAPK1,PARP1,0.1775,mutation
RKO.SORAFENIB,KDR,SLC28A1,0.473,mutation
RKO.SORAFENIB,KDR,ZBTB32,0.536,mutation
RKO.SORAFENIB,CUX1,PDGFRA,0.506,mutation
RKO.SORAFENIB,CUX1,PDGFRB,0.506,mutation
RKO.SORAFENIB,CUX1,KIT,0.506,mutation
RKO.SORAFENIB,DLAT,PDGFRA,0.506,mutation
RKO.SORAFENIB,DLAT,PDGFRB,0.506,mutation
RKO.SORAFENIB,DLAT,KIT,0.506,mutation
RKO.SORAFENIB,KDR,POLE,0.503,mutation
RKO.SORAFENIB,KDR,POLM,0.536,mutation
RKO.SORAFENIB,PDGFRA,RTP4,0.509,mutation
RKO.SORAFENIB,PDGFRB,RTP4,0.509,mutation
RKO.SORAFENIB,KIT,RTP4,0.509,mutation
RKO.SORAFENIB,CPSF1,PDGFRA,0.506,mutation
RKO.SORAFENIB,CPSF1,PDGFRB,0.506,mutation
RKO.SORAFENIB,CPSF1,KIT,0.506,mutation
RKO.SORAFENIB,CXCR4,PDGFRA,0.506,mutation
RKO.SORAFENIB,CXCR4,PDGFRB,0.506,mutation
RKO.SORAFENIB,CXCR4,KIT,0.506,mutation
RKO.SORAFENIB,ANK3,PDGFRA,0.506,mutation
RKO.SORAFENIB,ANK3,PDGFRB,0.506,mutation
RKO.SORAFENIB,ANK3,KIT,0.506,mutation
RKO.SORAFENIB,PDGFRA,UTP14A,0.539,mutation
RKO.SORAFENIB,PDGFRB,UTP14A,0.539,mutation
RKO.SORAFENIB,KIT,UTP14A,0.539,mutation
