CELL_LINE.DRUG,GENEA,GENEB,SCORE,SOURCE,GENEA.GENEB
HCT-15.SORAFENIB,GPC5,PDGFRB,0.521,mutation,GPC5.PDGFRB
HCT-15.SORAFENIB,GTF2H1,KDR,0.554,mutation,GTF2H1.KDR
HCT-15.SORAFENIB,KDR,PARP2,0.557,mutation,KDR.PARP2
HCT-15.SORAFENIB,KDR,PDGFRB,0.4305,mutation,KDR.PDGFRB
HCT-15.SORAFENIB,KDR,POLD1,0.554,mutation,KDR.POLD1
HCT-15.SORAFENIB,KDR,POLE,0.503,mutation,KDR.POLE
HCT-15.SORAFENIB,KDR,TP53,0.4305,mutation,KDR.TP53
HCT-15.SORAFENIB,KIT,KRAS,0.44,mutation,KIT.KRAS
HCT-15.SORAFENIB,KIT,LIPE,0.554,mutation,KIT.LIPE
HCT-15.SORAFENIB,KIT,MYST3,0.512,mutation,KIT.MYST3
HCT-15.SORAFENIB,KIT,NFATC2IP,0.44,mutation,KIT.NFATC2IP
HCT-15.SORAFENIB,KIT,PDE4DIP,0.554,mutation,KIT.PDE4DIP
HCT-15.SORAFENIB,KIT,PDE6C,0.443,mutation,KIT.PDE6C
HCT-15.SORAFENIB,KIT,PDLIM5,0.587,mutation,KIT.PDLIM5
HCT-15.SORAFENIB,KIT,PPP3CB,0.443,mutation,KIT.PPP3CB
HCT-15.SORAFENIB,KIT,PRKCQ,0.521,mutation,KIT.PRKCQ
HCT-15.SORAFENIB,KIT,PYROXD1,0.503,mutation,KIT.PYROXD1
HCT-15.SORAFENIB,KIT,RAP1A,0.503,mutation,KIT.RAP1A
HCT-15.SORAFENIB,KIT,SEL1L,0.506,mutation,KIT.SEL1L
HCT-15.SORAFENIB,KIT,SETMAR,0.506,mutation,KIT.SETMAR
HCT-15.SORAFENIB,KIT,SP100,0.503,mutation,KIT.SP100
HCT-15.SORAFENIB,KIT,SPTB,0.506,mutation,KIT.SPTB
HCT-15.SORAFENIB,KIT,TJP1,0.527,mutation,KIT.TJP1
HCT-15.SORAFENIB,KIT,TLE1,0.509,mutation,KIT.TLE1
HCT-15.SORAFENIB,KIT,TP53,0.1775,mutation,KIT.TP53
HCT-15.SORAFENIB,KIT,TRIP11,0.509,mutation,KIT.TRIP11
HCT-15.SORAFENIB,KIT,UBA6,0.515,mutation,KIT.UBA6
HCT-15.SORAFENIB,KIT,UTP14A,0.539,mutation,KIT.UTP14A
HCT-15.SORAFENIB,LIPE,PDGFRA,0.554,mutation,LIPE.PDGFRA
HCT-15.SORAFENIB,LIPE,PDGFRB,0.554,mutation,LIPE.PDGFRB
HCT-15.SORAFENIB,MYST3,PDGFRA,0.512,mutation,MYST3.PDGFRA
HCT-15.SORAFENIB,MYST3,PDGFRB,0.512,mutation,MYST3.PDGFRB
HCT-15.SORAFENIB,NFATC2IP,PDGFRA,0.44,mutation,NFATC2IP.PDGFRA
HCT-15.SORAFENIB,NFATC2IP,PDGFRB,0.44,mutation,NFATC2IP.PDGFRB
HCT-15.SORAFENIB,PDE4DIP,PDGFRA,0.554,mutation,PDE4DIP.PDGFRA
HCT-15.SORAFENIB,PDE4DIP,PDGFRB,0.554,mutation,PDE4DIP.PDGFRB
HCT-15.SORAFENIB,PDE6C,PDGFRA,0.443,mutation,PDE6C.PDGFRA
HCT-15.SORAFENIB,PDE6C,PDGFRB,0.443,mutation,PDE6C.PDGFRB
HCT-15.SORAFENIB,PDGFRA,PDLIM5,0.587,mutation,PDGFRA.PDLIM5
HCT-15.SORAFENIB,PDGFRA,PPP3CB,0.443,mutation,PDGFRA.PPP3CB
HCT-15.SORAFENIB,PDGFRA,PRKCQ,0.521,mutation,PDGFRA.PRKCQ
HCT-15.SORAFENIB,PDGFRA,PYROXD1,0.503,mutation,PDGFRA.PYROXD1
HCT-15.SORAFENIB,PDGFRA,RAP1A,0.503,mutation,PDGFRA.RAP1A
HCT-15.SORAFENIB,PDGFRA,SEL1L,0.506,mutation,PDGFRA.SEL1L
HCT-15.SORAFENIB,PDGFRA,SETMAR,0.506,mutation,PDGFRA.SETMAR
HCT-15.SORAFENIB,PDGFRA,SP100,0.503,mutation,PDGFRA.SP100
HCT-15.SORAFENIB,PDGFRA,SPTB,0.506,mutation,PDGFRA.SPTB
HCT-15.SORAFENIB,PDGFRA,TJP1,0.527,mutation,PDGFRA.TJP1
HCT-15.SORAFENIB,PDGFRA,TLE1,0.509,mutation,PDGFRA.TLE1
HCT-15.SORAFENIB,PDGFRA,TRIP11,0.509,mutation,PDGFRA.TRIP11
HCT-15.SORAFENIB,PDGFRA,UBA6,0.515,mutation,PDGFRA.UBA6
HCT-15.SORAFENIB,PDGFRA,UTP14A,0.539,mutation,PDGFRA.UTP14A
HCT-15.SORAFENIB,PDGFRB,PDLIM5,0.587,mutation,PDGFRB.PDLIM5
HCT-15.SORAFENIB,PDGFRB,PPP3CB,0.443,mutation,PDGFRB.PPP3CB
HCT-15.SORAFENIB,PDGFRB,PRKCQ,0.521,mutation,PDGFRB.PRKCQ
HCT-15.SORAFENIB,PDGFRB,PYROXD1,0.503,mutation,PDGFRB.PYROXD1
HCT-15.SORAFENIB,PDGFRB,RAP1A,0.503,mutation,PDGFRB.RAP1A
HCT-15.SORAFENIB,PDGFRB,SEL1L,0.506,mutation,PDGFRB.SEL1L
HCT-15.SORAFENIB,PDGFRB,SETMAR,0.506,mutation,PDGFRB.SETMAR
HCT-15.SORAFENIB,PDGFRB,SP100,0.503,mutation,PDGFRB.SP100
HCT-15.SORAFENIB,PDGFRB,SPTB,0.506,mutation,PDGFRB.SPTB
HCT-15.SORAFENIB,PDGFRB,TJP1,0.527,mutation,PDGFRB.TJP1
HCT-15.SORAFENIB,PDGFRB,TLE1,0.509,mutation,PDGFRB.TLE1
HCT-15.SORAFENIB,PDGFRB,TP53,0.4305,mutation,PDGFRB.TP53
HCT-15.SORAFENIB,PDGFRB,TRIP11,0.509,mutation,PDGFRB.TRIP11
HCT-15.SORAFENIB,PDGFRB,UBA6,0.515,mutation,PDGFRB.UBA6
HCT-15.SORAFENIB,PDGFRB,UTP14A,0.539,mutation,PDGFRB.UTP14A
HCT-15.SUNITINIB,ABCB1,KDR,0.473,mutation,ABCB1.KDR
HCT-15.SUNITINIB,ABCC10,KDR,0.473,mutation,ABCC10.KDR
HCT-15.SUNITINIB,ANK3,KIT,0.506,mutation,ANK3.KIT
HCT-15.SUNITINIB,ANK3,PDGFRA,0.506,mutation,ANK3.PDGFRA
HCT-15.SUNITINIB,ANK3,PDGFRB,0.506,mutation,ANK3.PDGFRB
HCT-15.SUNITINIB,ATM,KDR,0.53,mutation,ATM.KDR
HCT-15.SUNITINIB,ATP7A,KIT,0.509,mutation,ATP7A.KIT
HCT-15.SUNITINIB,ATP7A,PDGFRA,0.509,mutation,ATP7A.PDGFRA
HCT-15.SUNITINIB,ATP7A,PDGFRB,0.509,mutation,ATP7A.PDGFRB
HCT-15.SUNITINIB,BRCA1,KDR,0.545,mutation,BRCA1.KDR
HCT-15.SUNITINIB,CACNA2D2,KIT,0.503,mutation,CACNA2D2.KIT
HCT-15.SUNITINIB,CACNA2D2,PDGFRA,0.503,mutation,CACNA2D2.PDGFRA
HCT-15.SUNITINIB,CACNA2D2,PDGFRB,0.503,mutation,CACNA2D2.PDGFRB
HCT-15.SUNITINIB,CARS,KIT,0.506,mutation,CARS.KIT
HCT-15.SUNITINIB,CARS,PDGFRA,0.506,mutation,CARS.PDGFRA
HCT-15.SUNITINIB,CARS,PDGFRB,0.506,mutation,CARS.PDGFRB
HCT-15.SUNITINIB,CEACAM1,KIT,0.509,mutation,CEACAM1.KIT
HCT-15.SUNITINIB,CEACAM1,PDGFRA,0.509,mutation,CEACAM1.PDGFRA
HCT-15.SUNITINIB,CEACAM1,PDGFRB,0.509,mutation,CEACAM1.PDGFRB
HCT-15.SUNITINIB,CETN2,KDR,0.551,mutation,CETN2.KDR
HCT-15.SUNITINIB,CLTC,KIT,0.524,mutation,CLTC.KIT
HCT-15.SUNITINIB,CLTC,PDGFRA,0.524,mutation,CLTC.PDGFRA
HCT-15.SUNITINIB,CLTC,PDGFRB,0.524,mutation,CLTC.PDGFRB
HCT-15.SUNITINIB,CMPK1,KDR,0.473,mutation,CMPK1.KDR
HCT-15.SUNITINIB,CNR1,KIT,0.506,mutation,CNR1.KIT
HCT-15.SUNITINIB,CNR1,PDGFRA,0.506,mutation,CNR1.PDGFRA
HCT-15.SUNITINIB,CNR1,PDGFRB,0.506,mutation,CNR1.PDGFRB
HCT-15.SUNITINIB,COL3A1,KIT,0.521,mutation,COL3A1.KIT
HCT-15.SUNITINIB,COL3A1,PDGFRA,0.521,mutation,COL3A1.PDGFRA
HCT-15.SUNITINIB,COL3A1,PDGFRB,0.521,mutation,COL3A1.PDGFRB
HCT-15.SUNITINIB,CTSB,KIT,0.506,mutation,CTSB.KIT
HCT-15.SUNITINIB,CTSB,PDGFRA,0.506,mutation,CTSB.PDGFRA
HCT-15.SUNITINIB,CTSB,PDGFRB,0.506,mutation,CTSB.PDGFRB
HCT-15.SUNITINIB,DDX26B,KIT,0.506,mutation,DDX26B.KIT
HCT-15.SUNITINIB,DDX26B,PDGFRA,0.506,mutation,DDX26B.PDGFRA
HCT-15.SUNITINIB,DDX26B,PDGFRB,0.506,mutation,DDX26B.PDGFRB
HCT-15.SUNITINIB,EPB42,KIT,0.506,mutation,EPB42.KIT
HCT-15.SUNITINIB,EPB42,PDGFRA,0.506,mutation,EPB42.PDGFRA
HCT-15.SUNITINIB,EPB42,PDGFRB,0.506,mutation,EPB42.PDGFRB
HCT-15.SUNITINIB,FLT3,KIT,0.56,mutation,FLT3.KIT
HCT-15.SUNITINIB,GPC5,KIT,0.521,mutation,GPC5.KIT
HCT-15.SUNITINIB,GPC5,PDGFRA,0.521,mutation,GPC5.PDGFRA
HCT-15.SUNITINIB,GPC5,PDGFRB,0.521,mutation,GPC5.PDGFRB
HCT-15.SUNITINIB,GTF2H1,KDR,0.554,mutation,GTF2H1.KDR
HCT-15.SUNITINIB,KDR,PARP2,0.557,mutation,KDR.PARP2
HCT-15.SUNITINIB,KDR,PDGFRB,0.4305,mutation,KDR.PDGFRB
HCT-15.SUNITINIB,KDR,POLD1,0.554,mutation,KDR.POLD1
HCT-15.SUNITINIB,KDR,POLE,0.503,mutation,KDR.POLE
HCT-15.SUNITINIB,KDR,TP53,0.4305,mutation,KDR.TP53
HCT-15.SUNITINIB,KIT,KRAS,0.44,mutation,KIT.KRAS
HCT-15.SUNITINIB,KIT,LIPE,0.554,mutation,KIT.LIPE
HCT-15.SUNITINIB,KIT,MYST3,0.512,mutation,KIT.MYST3
HCT-15.SUNITINIB,KIT,NFATC2IP,0.44,mutation,KIT.NFATC2IP
HCT-15.SUNITINIB,KIT,PDE4DIP,0.554,mutation,KIT.PDE4DIP
HCT-15.SUNITINIB,KIT,PDE6C,0.443,mutation,KIT.PDE6C
HCT-15.SUNITINIB,KIT,PDLIM5,0.587,mutation,KIT.PDLIM5
HCT-15.SUNITINIB,KIT,PPP3CB,0.443,mutation,KIT.PPP3CB
HCT-15.SUNITINIB,KIT,PRKCQ,0.521,mutation,KIT.PRKCQ
HCT-15.SUNITINIB,KIT,PYROXD1,0.503,mutation,KIT.PYROXD1
HCT-15.SUNITINIB,KIT,RAP1A,0.503,mutation,KIT.RAP1A
HCT-15.SUNITINIB,KIT,SEL1L,0.506,mutation,KIT.SEL1L
HCT-15.SUNITINIB,KIT,SETMAR,0.506,mutation,KIT.SETMAR
HCT-15.SUNITINIB,KIT,SP100,0.503,mutation,KIT.SP100
HCT-15.SUNITINIB,KIT,SPTB,0.506,mutation,KIT.SPTB
HCT-15.SUNITINIB,KIT,TJP1,0.527,mutation,KIT.TJP1
HCT-15.SUNITINIB,KIT,TLE1,0.509,mutation,KIT.TLE1
HCT-15.SUNITINIB,KIT,TP53,0.1775,mutation,KIT.TP53
HCT-15.SUNITINIB,KIT,TRIP11,0.509,mutation,KIT.TRIP11
HCT-15.SUNITINIB,KIT,UBA6,0.515,mutation,KIT.UBA6
HCT-15.SUNITINIB,KIT,UTP14A,0.539,mutation,KIT.UTP14A
HCT-15.SUNITINIB,LIPE,PDGFRA,0.554,mutation,LIPE.PDGFRA
HCT-15.SUNITINIB,LIPE,PDGFRB,0.554,mutation,LIPE.PDGFRB
HCT-15.SUNITINIB,MYST3,PDGFRA,0.512,mutation,MYST3.PDGFRA
HCT-15.SUNITINIB,MYST3,PDGFRB,0.512,mutation,MYST3.PDGFRB
HCT-15.SUNITINIB,NFATC2IP,PDGFRA,0.44,mutation,NFATC2IP.PDGFRA
HCT-15.SUNITINIB,NFATC2IP,PDGFRB,0.44,mutation,NFATC2IP.PDGFRB
HCT-15.SUNITINIB,PDE4DIP,PDGFRA,0.554,mutation,PDE4DIP.PDGFRA
HCT-15.SUNITINIB,PDE4DIP,PDGFRB,0.554,mutation,PDE4DIP.PDGFRB
HCT-15.SUNITINIB,PDE6C,PDGFRA,0.443,mutation,PDE6C.PDGFRA
HCT-15.SUNITINIB,PDE6C,PDGFRB,0.443,mutation,PDE6C.PDGFRB
HCT-15.SUNITINIB,PDGFRA,PDLIM5,0.587,mutation,PDGFRA.PDLIM5
HCT-15.SUNITINIB,PDGFRA,PPP3CB,0.443,mutation,PDGFRA.PPP3CB
HCT-15.SUNITINIB,PDGFRA,PRKCQ,0.521,mutation,PDGFRA.PRKCQ
HCT-15.SUNITINIB,PDGFRA,PYROXD1,0.503,mutation,PDGFRA.PYROXD1
HCT-15.SUNITINIB,PDGFRA,RAP1A,0.503,mutation,PDGFRA.RAP1A
HCT-15.SUNITINIB,PDGFRA,SEL1L,0.506,mutation,PDGFRA.SEL1L
HCT-15.SUNITINIB,PDGFRA,SETMAR,0.506,mutation,PDGFRA.SETMAR
HCT-15.SUNITINIB,PDGFRA,SP100,0.503,mutation,PDGFRA.SP100
HCT-15.SUNITINIB,PDGFRA,SPTB,0.506,mutation,PDGFRA.SPTB
HCT-15.SUNITINIB,PDGFRA,TJP1,0.527,mutation,PDGFRA.TJP1
HCT-15.SUNITINIB,PDGFRA,TLE1,0.509,mutation,PDGFRA.TLE1
HCT-15.SUNITINIB,PDGFRA,TRIP11,0.509,mutation,PDGFRA.TRIP11
HCT-15.SUNITINIB,PDGFRA,UBA6,0.515,mutation,PDGFRA.UBA6
HCT-15.SUNITINIB,PDGFRA,UTP14A,0.539,mutation,PDGFRA.UTP14A
HCT-15.SUNITINIB,PDGFRB,PDLIM5,0.587,mutation,PDGFRB.PDLIM5
HCT-15.SUNITINIB,PDGFRB,PPP3CB,0.443,mutation,PDGFRB.PPP3CB
HCT-15.SUNITINIB,PDGFRB,PRKCQ,0.521,mutation,PDGFRB.PRKCQ
HCT-15.SUNITINIB,PDGFRB,PYROXD1,0.503,mutation,PDGFRB.PYROXD1
HCT-15.SUNITINIB,PDGFRB,RAP1A,0.503,mutation,PDGFRB.RAP1A
HCT-15.SUNITINIB,PDGFRB,SEL1L,0.506,mutation,PDGFRB.SEL1L
HCT-15.SUNITINIB,PDGFRB,SETMAR,0.506,mutation,PDGFRB.SETMAR
HCT-15.SUNITINIB,PDGFRB,SP100,0.503,mutation,PDGFRB.SP100
HCT-15.SUNITINIB,PDGFRB,SPTB,0.506,mutation,PDGFRB.SPTB
HCT-15.SUNITINIB,PDGFRB,TJP1,0.527,mutation,PDGFRB.TJP1
HCT-15.SUNITINIB,PDGFRB,TLE1,0.509,mutation,PDGFRB.TLE1
HCT-15.SUNITINIB,PDGFRB,TP53,0.4305,mutation,PDGFRB.TP53
HCT-15.SUNITINIB,PDGFRB,TRIP11,0.509,mutation,PDGFRB.TRIP11
HCT-15.SUNITINIB,PDGFRB,UBA6,0.515,mutation,PDGFRB.UBA6
HCT-15.SUNITINIB,PDGFRB,UTP14A,0.539,mutation,PDGFRB.UTP14A
HCT-15.TOPOTECAN,BRCA1,TOP1,0.1775,mutation,BRCA1.TOP1
HCT-15.TOPOTECAN,KRAS,TOP1,0.855,mutation,KRAS.TOP1
HCT-15.TOPOTECAN,MLH1,TOP1,0.1775,mutation,MLH1.TOP1
HCT-15.TOPOTECAN,TOP1,TP53,0.1775,mutation,TOP1.TP53
HCT-15.ZOLINZA,CASP8AP2,HDAC2,0.2,mutation,CASP8AP2.HDAC2
HT144.5-FU,CHEK1,TYMS,0.647,gex,CHEK1.TYMS
HT144.5-FU,CSE1L,TYMS,0.5,mutation,CSE1L.TYMS
HT144.5-FU,LMTK2,TYMS,0.467,mutation,LMTK2.TYMS
HT144.ABT-888,ATM,PARP1,0.85,mutation,ATM.PARP1
HT144.ABT-888,ATM,PARP2,0.56,mutation,ATM.PARP2
HT144.ABT-888,BCL2L1,PARP1,0.1775,mutation,BCL2L1.PARP1
HT144.ABT-888,CHEK1,PARP1,0.56,gex,CHEK1.PARP1
HT144.ABT-888,H2AFX,PARP1,0.1775,gex,H2AFX.PARP1
HT144.ABT-888,PARP1,USP1,0.542,gex,PARP1.USP1
HT144.ABT-888,PARP2,USP1,0.545,gex,PARP2.USP1
HT144.BEZ-235,ATM,MTOR,0.554,mutation,ATM.MTOR
HT144.BEZ-235,ATM,PIK3CA,0.273125,mutation,ATM.PIK3CA
HT144.BEZ-235,CHEK1,PIK3CA,0.1775,gex,CHEK1.PIK3CA
HT144.BEZ-235,MTOR,USP1,0.518,gex,MTOR.USP1
HT144.DASATINIB,BCL2L1,SRC,0.4305,mutation,BCL2L1.SRC
HT144.DASATINIB,CAMK2B,KIT,0.53,mutation,CAMK2B.KIT
HT144.DASATINIB,CAPRIN1,KIT,0.503,mutation,CAPRIN1.KIT
HT144.DASATINIB,KIT,TJP1,0.527,mutation,KIT.TJP1
HT144.DINACICLIB,ATM,CDK1,0.1775,mutation,ATM.CDK1
HT144.DINACICLIB,ATM,CDK2,0.548,mutation,ATM.CDK2
HT144.DINACICLIB,CDK1,CHEK1,0.1775,gex,CDK1.CHEK1
HT144.DINACICLIB,CDK1,STIL,0.203,gex,CDK1.STIL
HT144.DINACICLIB,CDK2,USP1,0.539,gex,CDK2.USP1
HT144.DOXORUBICIN,CHEK1,TOP1,0.1775,gex,CHEK1.TOP1
HT144.DOXORUBICIN,DNMT1,STIL,0.2,gex,DNMT1.STIL
HT144.ERLOTINIB,ATM,EGFR,0.542,mutation,ATM.EGFR
HT144.ERLOTINIB,EGFR,USP1,0.518,gex,EGFR.USP1
HT144.GEMCITABINE,ATM,RRM1,0.53,mutation,ATM.RRM1
HT144.GEMCITABINE,CHEK1,CMPK1,0.647,gex,CHEK1.CMPK1
HT144.GEMCITABINE,CHEK1,RRM1,0.647,gex,CHEK1.RRM1
HT144.GEMCITABINE,CHEK1,TYMS,0.647,gex,CHEK1.TYMS
HT144.GEMCITABINE,CMPK1,CSE1L,0.5,mutation,CMPK1.CSE1L
HT144.GEMCITABINE,CMPK1,GPBP1L1,0.2,gex,CMPK1.GPBP1L1
HT144.GEMCITABINE,CMPK1,LMTK2,0.467,mutation,CMPK1.LMTK2
HT144.GEMCITABINE,CSE1L,RRM1,0.5,mutation,CSE1L.RRM1
HT144.GEMCITABINE,CSE1L,TYMS,0.5,mutation,CSE1L.TYMS
HT144.GEMCITABINE,LMTK2,RRM1,0.467,mutation,LMTK2.RRM1
HT144.GEMCITABINE,LMTK2,TYMS,0.467,mutation,LMTK2.TYMS
HT144.GEMCITABINE,RRM1,USP1,0.509,gex,RRM1.USP1
HT144.LAPATINIB,ATM,EGFR,0.542,mutation,ATM.EGFR
HT144.LAPATINIB,EGFR,USP1,0.518,gex,EGFR.USP1
HT144.MK-2206,AKT1,BCL2L1,0.1775,mutation,AKT1.BCL2L1
HT144.MK-2206,AKT1,BRAF,0.1775,mutation,AKT1.BRAF
HT144.MK-4827,ATM,PARP1,0.85,mutation,ATM.PARP1
HT144.MK-4827,ATM,PARP2,0.56,mutation,ATM.PARP2
HT144.MK-4827,BCL2L1,PARP1,0.1775,mutation,BCL2L1.PARP1
HT144.MK-4827,CHEK1,PARP1,0.56,gex,CHEK1.PARP1
HT144.MK-4827,H2AFX,PARP1,0.1775,gex,H2AFX.PARP1
HT144.MK-4827,PARP1,USP1,0.542,gex,PARP1.USP1
HT144.MK-4827,PARP2,USP1,0.545,gex,PARP2.USP1
HT144.MK-5108,AURKA,KIF2C,0.167,gex,AURKA.KIF2C
HT144.MK-8669,ATM,MTOR,0.554,mutation,ATM.MTOR
HT144.MK-8669,MTOR,USP1,0.518,gex,MTOR.USP1
HT144.MK-8776,ATM,CHEK1,0.3982579,mutation,ATM.CHEK1
HT144.MK-8776,BCL2L1,CHEK1,0.1775,mutation,BCL2L1.CHEK1
HT144.PACLITAXEL,TUBA1B,TUBB,0.194,gex,TUBA1B.TUBB
HT144.SN-38,CHEK1,TOP1,0.1775,gex,CHEK1.TOP1
HT144.SORAFENIB,ATM,KDR,0.53,mutation,ATM.KDR
HT144.SORAFENIB,CAMK2B,KIT,0.53,mutation,CAMK2B.KIT
HT144.SORAFENIB,CAMK2B,PDGFRA,0.53,mutation,CAMK2B.PDGFRA
HT144.SORAFENIB,CAMK2B,PDGFRB,0.53,mutation,CAMK2B.PDGFRB
HT144.SORAFENIB,CAPRIN1,KIT,0.503,mutation,CAPRIN1.KIT
HT144.SORAFENIB,CAPRIN1,PDGFRA,0.503,mutation,CAPRIN1.PDGFRA
HT144.SORAFENIB,CAPRIN1,PDGFRB,0.503,mutation,CAPRIN1.PDGFRB
HT144.SORAFENIB,KDR,USP1,0.551,gex,KDR.USP1
HT144.SORAFENIB,KIT,TJP1,0.527,mutation,KIT.TJP1
HT144.SORAFENIB,PDGFRA,TJP1,0.527,mutation,PDGFRA.TJP1
HT144.SORAFENIB,PDGFRB,TJP1,0.527,mutation,PDGFRB.TJP1
HT144.SUNITINIB,ATM,KDR,0.53,mutation,ATM.KDR
HT144.SUNITINIB,CAMK2B,KIT,0.53,mutation,CAMK2B.KIT
HT144.SUNITINIB,CAMK2B,PDGFRA,0.53,mutation,CAMK2B.PDGFRA
HT144.SUNITINIB,CAMK2B,PDGFRB,0.53,mutation,CAMK2B.PDGFRB
HT144.SUNITINIB,CAPRIN1,KIT,0.503,mutation,CAPRIN1.KIT
HT144.SUNITINIB,CAPRIN1,PDGFRA,0.503,mutation,CAPRIN1.PDGFRA
HT144.SUNITINIB,CAPRIN1,PDGFRB,0.503,mutation,CAPRIN1.PDGFRB
HT144.SUNITINIB,KDR,USP1,0.551,gex,KDR.USP1
HT144.SUNITINIB,KIT,TJP1,0.527,mutation,KIT.TJP1
HT144.SUNITINIB,PDGFRA,TJP1,0.527,mutation,PDGFRA.TJP1
HT144.SUNITINIB,PDGFRB,TJP1,0.527,mutation,PDGFRB.TJP1
HT144.TOPOTECAN,CHEK1,TOP1,0.1775,gex,CHEK1.TOP1
HT144.VINORELBINE,TUBA1B,TUBB,0.194,gex,TUBA1B.TUBB
HT29.5-FU,EPHB1,TYMS,0.551,mutation,EPHB1.TYMS
HT29.5-FU,KHK,TYMS,0.464,mutation,KHK.TYMS
HT29.5-FU,NAE1,TYMS,0.5,mutation,NAE1.TYMS
HT29.5-FU,PBK,TYMS,0.191,gex,PBK.TYMS
HT29.5-FU,SMAD4,TYMS,0.5,mutation,SMAD4.TYMS
HT29.ABT-888,CHUK,PARP1,0.1775,mutation,CHUK.PARP1
HT29.ABT-888,NAE1,PARP1,0.575,mutation,NAE1.PARP1
HT29.ABT-888,NAE1,PARP2,0.611,mutation,NAE1.PARP2
HT29.ABT-888,PARP1,PARP2,0.273125,gex,PARP1.PARP2
HT29.ABT-888,PARP1,PIK3CA,0.34334375,mutation,PARP1.PIK3CA
HT29.ABT-888,PARP1,TP53,0.5173143,mutation,PARP1.TP53
HT29.ABT-888,PARP1,WRAP53,0.548,gex,PARP1.WRAP53
HT29.ABT-888,PARP1,XAB2,0.1775,mutation,PARP1.XAB2
HT29.ABT-888,PARP1,ZBTB32,0.56,mutation,PARP1.ZBTB32
HT29.ABT-888,PARP2,WRAP53,0.545,gex,PARP2.WRAP53
HT29.ABT-888,PARP2,ZBTB32,0.557,mutation,PARP2.ZBTB32
HT29.AZD1775,NAE1,WEE1,0.611,mutation,NAE1.WEE1
HT29.AZD1775,TP53,WEE1,0.836875,mutation,TP53.WEE1
HT29.BEZ-235,MTOR,PARP2,0.557,gex,MTOR.PARP2
HT29.BEZ-235,MTOR,PIK3CA,0.4305,mutation,MTOR.PIK3CA
HT29.BEZ-235,MTOR,TP53,0.464375,mutation,MTOR.TP53
HT29.BEZ-235,MTOR,WRAP53,0.542,gex,MTOR.WRAP53
HT29.BEZ-235,MTOR,ZBTB32,0.548,mutation,MTOR.ZBTB32
HT29.BEZ-235,PIK3CA,PIK3CB,0.56,mutation,PIK3CA.PIK3CB
HT29.DASATINIB,CTDSPL,KIT,0.512,mutation,CTDSPL.KIT
HT29.DASATINIB,CYP2B6,KIT,0.566,mutation,CYP2B6.KIT
HT29.DASATINIB,KIT,THAP1,0.506,gex,KIT.THAP1
HT29.DASATINIB,KIT,TP53,0.1775,mutation,KIT.TP53
HT29.DASATINIB,KIT,TRIM24,0.509,mutation,KIT.TRIM24
HT29.DINACICLIB,CDK1,TP53,0.1775,mutation,CDK1.TP53
HT29.DINACICLIB,CDK2,NAE1,0.644,mutation,CDK2.NAE1
HT29.DINACICLIB,CDK2,TP53,0.1775,mutation,CDK2.TP53
HT29.DINACICLIB,CDK2,WRAP53,0.557,gex,CDK2.WRAP53
HT29.DINACICLIB,CDK2,ZBTB32,0.557,mutation,CDK2.ZBTB32
HT29.DINACICLIB,CDK9,TP53,0.1775,mutation,CDK9.TP53
HT29.DOXORUBICIN,DNMT1,NAE1,0.629,mutation,DNMT1.NAE1
HT29.DOXORUBICIN,NAE1,TOP1,0.629,mutation,NAE1.TOP1
HT29.DOXORUBICIN,TOP1,TP53,0.1775,mutation,TOP1.TP53
HT29.ERLOTINIB,EGFR,PARP2,0.815,gex,EGFR.PARP2
HT29.ERLOTINIB,EGFR,PIK3CA,0.1775,mutation,EGFR.PIK3CA
HT29.ERLOTINIB,EGFR,TP53,0.273125,mutation,EGFR.TP53
HT29.ERLOTINIB,EGFR,WRAP53,0.542,gex,EGFR.WRAP53
HT29.ERLOTINIB,EGFR,ZBTB32,0.542,mutation,EGFR.ZBTB32
HT29.ETOPOSIDE,NAE1,TOP2A,0.611,mutation,NAE1.TOP2A
HT29.GELDANAMYCIN,HSP90AA1,TP53,0.4305,mutation,HSP90AA1.TP53
HT29.GEMCITABINE,CMPK1,EPHB1,0.551,mutation,CMPK1.EPHB1
HT29.GEMCITABINE,CMPK1,KHK,0.464,mutation,CMPK1.KHK
HT29.GEMCITABINE,CMPK1,SMAD4,0.5,mutation,CMPK1.SMAD4
HT29.GEMCITABINE,EPHB1,RRM1,0.551,mutation,EPHB1.RRM1
HT29.GEMCITABINE,EPHB1,TYMS,0.551,mutation,EPHB1.TYMS
HT29.GEMCITABINE,KHK,RRM1,0.464,mutation,KHK.RRM1
HT29.GEMCITABINE,KHK,TYMS,0.464,mutation,KHK.TYMS
HT29.GEMCITABINE,NAE1,RRM1,0.611,mutation,NAE1.RRM1
HT29.GEMCITABINE,NAE1,TYMS,0.5,mutation,NAE1.TYMS
HT29.GEMCITABINE,PARP2,RRM1,0.527,gex,PARP2.RRM1
HT29.GEMCITABINE,PBK,TYMS,0.191,gex,PBK.TYMS
HT29.GEMCITABINE,RRM1,SMAD4,0.5,mutation,RRM1.SMAD4
HT29.GEMCITABINE,RRM1,WRAP53,0.518,gex,RRM1.WRAP53
HT29.GEMCITABINE,RRM1,ZBTB32,0.533,mutation,RRM1.ZBTB32
HT29.GEMCITABINE,SMAD4,TYMS,0.5,mutation,SMAD4.TYMS
